csd_id,metal,mol_idx,shield_rel,shield_nonrel,delta_shield
CUPCAU,Ir,5467,65.903,68.974,-3.070999999999998
CUTCUR,Ir,5522,2533.895,-101.845,2635.74
DABBUH,Ir,5602,4252.991,-53.723,4306.714
DABCAO,Ir,5603,3668.706,-81.286,3749.992
DACDIV,Ir,5616,3083.512,-134.768,3218.28
DAKHED,Ir,5764,3930.08,-12.349,3942.429
DAMLOS,Ir,5832,5175.301,-0.361,5175.662
DEDFOJ,Ir,6068,3095.733,-78.91,3174.643
DEWMOH,Ir,6324,891.809,-198.357,1090.166
DIJNAL,Ir,6515,3308.746,-54.253,3362.9990000000003
DISRIG,Ir,6627,1444.781,-217.307,1662.088
DIXJUR,Ir,6698,1519.285,-184.106,1703.391
DOBSAP,Ir,6759,1773.156,-196.996,1970.152
DOCNIU,Ir,6773,1715.932,-181.23,1897.162
DOCNOA,Ir,6774,1443.314,-197.014,1640.328
DOCNUG,Ir,6776,2250.581,-128.656,2379.237
DOGJIT,Ir,6837,1625.562,-180.607,1806.1689999999999
DOLNIE,Ir,6900,1307.09,-202.894,1509.984
DOTTEN,Ir,7017,2991.505,-49.396,3040.9010000000003
DOTTIR,Ir,7018,3038.228,-78.227,3116.455
DUPPOW,Ir,7303,114.895,101.764,13.131
DUSGUW,Ir,7349,5500.718,23.666,5477.052
EDULOF,Ir,7684,4153.546,-50.373,4203.919
EGUDOC,Ir,7858,1195.728,-218.894,1414.622
EGUKAW,Ir,7863,3729.773,-81.073,3810.846
EJEWUN,Ir,8010,118.027,107.744,10.283000000000001
EJUSIL,Ir,8064,2917.863,-132.365,3050.228
ELEGUA,Ir,8167,3129.743,-118.274,3248.017
ELEHAH,Ir,8168,3111.243,-118.962,3230.205
EQOWUD,Ir,8515,5605.627,56.63,5548.997
ESACIM,Ir,8611,2646.135,-139.607,2785.742
EWIWIT,Ir,8857,2474.708,-131.877,2606.585
EYADEO,Ir,8966,768.12,-217.086,985.206
EYIYER,Ir,9020,-2939.889,-480.65,-2459.239
EZUHOW,Ir,9117,1047.46,-230.465,1277.925
FABSAE,Ir,9133,-2250.106,-433.16,-1816.9460000000001
FERHOB,Ir,9784,2832.157,-122.292,2954.449
FETHOD,Ir,9838,1586.108,-184.086,1770.194
FEVZOY,Ir,9877,3315.255,-52.383,3367.638
FEXYOZ,Ir,9926,3439.841,-102.709,3542.5499999999997
FIGBED,Ir,10057,2948.989,-66.086,3015.075
FISPEG,Ir,10298,3499.047,-100.242,3599.289
FISPIK,Ir,10299,-4.821,-27.564,22.743000000000002
FIXZIY,Ir,10369,3073.061,-135.216,3208.277
FOBCUY,Ir,10401,1942.659,-120.331,2062.9900000000002
FOSWUG,Ir,10699,-5.371,-30.499,25.128
FOVRIT,Ir,10742,136.9,131.095,5.805000000000007
FUHQEH,Ir,10881,3964.783,-64.349,4029.132
FUNKUV,Ir,10953,3246.605,-87.282,3333.887
FUPMEJ,Ir,10981,3703.611,-12.091,3715.7019999999998
FUPMIN,Ir,10982,4205.603,-11.083,4216.686
FUPRIT,Ir,10985,3254.885,-32.955,3287.84
FUQTOC,Ir,11007,2806.863,-62.692,2869.555
GAZYIS,Ir,11534,1300.483,-203.673,1504.156
GEBQOV,Ir,11546,1424.766,-196.645,1621.411
GEPKIW,Ir,11711,2870.906,-120.32,2991.226
GEXWAJ,Ir,11852,1661.286,-177.853,1839.1390000000001
GEZQUA,Ir,11887,3615.991,-90.817,3706.808
GIHTAV,Ir,11982,3253.632,-104.866,3358.498
GIJZUV,Ir,12000,2777.265,-88.918,2866.183
GIQGOC,Ir,12098,3634.553,-98.402,3732.955
GIQSOQ,Ir,12112,4391.987,24.569,4367.418
GUSLAH,Ir,12749,4760.237,-20.74,4780.977
GUSLUB,Ir,12752,4038.687,-62.122,4100.809
HADVER,Ir,12934,1645.247,-186.55,1831.797
HAZXOV,Ir,13300,3851.744,-70.141,3921.885
HEBGON,Ir,13311,3809.142,-49.191,3858.3329999999996
HEJSAS,Ir,13446,74.264,57.811,16.452999999999996
HEKBUX,Ir,13460,1622.784,-183.399,1806.183
HERHAO,Ir,13532,3754.301,-77.216,3831.517
HERVIM,Ir,13540,1412.645,-206.795,1619.44
HEYLOO,Ir,13641,3240.721,-81.4,3322.121
HIJXUW,Ir,13833,3310.184,-97.885,3408.0690000000004
HIKHOA,Ir,13845,1403.68,-207.616,1611.296
HIWGAY,Ir,14060,3453.009,-24.447,3477.456
HIWGIG,Ir,14061,3346.909,-30.074,3376.983
HIWYET,Ir,14075,86.777,71.302,15.474999999999994
HUJLIK,Ir,14588,2590.372,-140.748,2731.12
HUKGUS,Ir,14605,2085.041,-169.529,2254.57
HUMRUF,Ir,14629,46.198,26.801,19.397000000000002
HUZTUT,Ir,14819,4715.19,-20.894,4736.084
IBEFUR,Ir,14854,-854.917,-361.668,-493.249
ICETOB,Ir,14957,93.267,79.584,13.682999999999993
IFONIB,Ir,15163,4327.571,-32.814,4360.385
IHODAL,Ir,15336,-6.327,-41.092,34.765
IJATEV,Ir,15392,3587.726,-85.093,3672.819
IJOMIF,Ir,15439,1272.957,-208.87,1481.8270000000002
IKIDOX,Ir,15492,2333.001,-83.161,2416.1620000000003
IKODIW,Ir,15515,2130.696,-136.126,2266.822
IKULOQ,Ir,15549,3009.641,-120.108,3129.7490000000003
IMODOE,Ir,15681,2501.549,-133.915,2635.464
IRUMIS,Ir,16004,3002.343,-121.018,3123.361
ISAQEZ,Ir,16017,1699.397,-181.363,1880.76
ISUFAD,Ir,16075,6.414,-22.323,28.737000000000002
IVUBAD,Ir,16213,3307.913,-103.22,3411.133
IWOSOD,Ir,16304,1401.209,-199.551,1600.76
IZOPOD,Ir,16513,2517.031,-156.647,2673.678
JAFXAQ,Ir,16614,3142.214,-101.792,3244.006
JAMWID,Ir,16695,3780.085,-27.742,3807.827
JAYCOE,Ir,16842,1276.394,-212.542,1488.936
JAYFOE,Ir,16847,3399.634,-103.332,3502.966
JELNAS,Ir,17019,2204.523,-163.699,2368.222
JELSID,Ir,17025,-135.63,-290.442,154.812
JEYGEZ,Ir,17187,3617.056,-51.842,3668.898
JOMBEU,Ir,17656,3127.618,-75.776,3203.394
JUDQUW,Ir,17835,2172.281,-165.804,2338.085
JUHKAA,Ir,17862,2933.032,-123.71,3056.742
KANPOF,Ir,18281,-743.693,-342.746,-400.947
KANPUL,Ir,18283,-148.966,-286.901,137.935
KANQAS,Ir,18284,-335.181,-303.68,-31.500999999999976
KATGIY,Ir,18394,1874.794,-169.718,2044.5120000000002
KATPIH,Ir,18405,1685.296,-177.237,1862.5330000000001
KEDDON,Ir,18546,3209.252,-44.842,3254.094
KEJVIE,Ir,18653,6340.828,88.093,6252.735000000001
KELDIO,Ir,18680,5251.411,4.811,5246.6
KEVLUT,Ir,18826,51.238,34.82,16.418
KICZON,Ir,18960,226.637,-282.281,508.918
KIFDOT,Ir,18990,2665.265,-115.51,2780.775
KIJHES,Ir,19065,2324.487,-151.221,2475.708
KIVPIO,Ir,19286,4094.008,-66.486,4160.494
KIWNEK,Ir,19309,43.009,24.605,18.404
KIWYIA,Ir,19316,483.374,-270.566,753.94
KOBTOK,Ir,19365,4459.288,-2.005,4461.293
KOJWAJ,Ir,19452,3008.659,-132.782,3141.4410000000003
KOSTOD,Ir,19516,2054.854,-163.474,2218.328
KULKEH,Ir,19712,2925.09,-67.342,2992.4320000000002
KUMHEG,Ir,19738,3485.937,-99.522,3585.459
KUMHIK,Ir,19739,3540.065,-95.237,3635.302
KUMHUW,Ir,19740,3491.08,-98.574,3589.654
KUMJEI,Ir,19742,3533.305,-100.094,3633.399
KUQKOY,Ir,19795,2252.01,-97.587,2349.597
LADVEU,Ir,19981,1487.454,-194.486,1681.94
LANMOC,Ir,20142,3167.598,-76.583,3244.181
LAXLEF,Ir,20272,4001.391,-72.275,4073.666
LEHKAN,Ir,20416,4612.676,9.3,4603.376
LEKXEF,Ir,20469,3269.053,-118.267,3387.3199999999997
LERBIW,Ir,20581,2650.766,-69.744,2720.51
LETVEO,Ir,20646,2297.198,-161.944,2459.142
LEWKAD,Ir,20680,2944.464,-122.16,3066.624
LEYQEN,Ir,20741,1678.087,-176.87,1854.9569999999999
LIBFUY,Ir,20771,4483.357,-37.597,4520.954
LICCOP,Ir,20800,2809.83,-125.008,2934.8379999999997
LIHVAC,Ir,20898,58.127,42.687,15.440000000000005
LIHVIK,Ir,20900,10.702,-19.329,30.031
LILNAX,Ir,20961,3066.118,-79.141,3145.259
LIWKEK,Ir,21174,3626.632,-27.736,3654.368
LIWKIO,Ir,21175,3705.178,-29.541,3734.719
LIWKOU,Ir,21176,3573.51,-25.262,3598.7720000000004
LIWLAH,Ir,21177,3683.675,-27.996,3711.6710000000003
LOBPIC,Ir,21279,1577.96,-188.755,1766.7150000000001
LOQYIA,Ir,21470,3188.244,-73.766,3262.01
LOZDIQ,Ir,21548,1299.501,-203.576,1503.077
LUBJEZ,Ir,21553,24.344,24.524,-0.17999999999999972
LUZDIU,Ir,21899,2874.088,-137.365,3011.4530000000004
MADKAE,Ir,21951,2221.486,-159.52,2381.006
MAKQAT,Ir,22056,4012.032,-27.546,4039.578
MANTOL,Ir,22134,400.39,-255.551,655.941
MAQJOF,Ir,22162,140.744,134.825,5.919000000000011
MAXWIS,Ir,22323,1762.344,-174.778,1937.122
MECCAB,Ir,22408,14.65,-11.912,26.562
MEDFOT,Ir,22432,3944.839,-9.924,3954.763
MEDRIA,Ir,22450,102.114,90.24,11.87400000000001
MEMXOV,Ir,22579,5913.7,40.039,5873.661
MEQTUA,Ir,22610,48.142,29.149,18.993000000000002
METBET,Ir,22641,2932.822,-46.505,2979.327
MIFHIT,Ir,22845,3453.593,-97.115,3550.7079999999996
MIKQUS,Ir,22933,2852.814,-104.356,2957.17
MIZXEB,Ir,23203,3772.401,-43.431,3815.832
MOKCEV,Ir,23343,2837.303,-130.757,2968.06
MOKMEE,Ir,23350,4014.022,23.678,3990.344
MOSSIY,Ir,23473,3645.828,-55.375,3701.203
MUHJIL,Ir,23691,2209.527,-166.15,2375.677
MURMIW,Ir,23806,217.261,212.445,4.8160000000000025
MUVGOC,Ir,23844,1599.559,-184.266,1783.825
NADGIJ,Ir,23958,5045.932,8.899,5037.032999999999
NAPDUE,Ir,24143,4566.384,-44.776,4611.16
NASFEV,Ir,24236,861.748,-261.907,1123.655
NASNAZ,Ir,24252,553.122,575.002,-21.879999999999995
NASNIH,Ir,24254,470.659,473.687,-3.02800000000002
NEBGAD,Ir,24360,3259.871,-71.475,3331.346
NEDJAI,Ir,24403,3687.895,-22.781,3710.676
NEFDAD,Ir,24428,2175.015,-169.598,2344.613
NEJWIK,Ir,24499,3706.163,-8.593,3714.756
NEPBAM,Ir,24576,980.267,-231.82,1212.087
NEVRAK,Ir,24704,4776.129,17.765,4758.364
NEYFEC,Ir,24752,1482.498,-213.84,1696.338
NIPZIY,Ir,25088,2911.698,-129.059,3040.757
NIVSEU,Ir,25182,519.278,-249.639,768.917
NUMXAX,Ir,25811,2052.627,-149.8,2202.427
OBOFAO,Ir,25999,1953.082,-164.418,2117.5
OCUPIP,Ir,26103,3706.378,-81.878,3788.2560000000003
OFAGOV,Ir,26231,1332.985,-175.165,1508.1499999999999
OHOFEX,Ir,26460,103.531,92.151,11.38000000000001
OLOSEQ,Ir,26721,3078.952,-126.832,3205.784
OMANUL,Ir,26768,2959.903,-61.862,3021.765
OMAWAA,Ir,26780,3038.606,-116.993,3155.599
OPAWIN,Ir,26933,3028.768,-126.636,3155.404
OSECEV,Ir,27083,4047.01,-60.917,4107.927000000001
OWAHEB,Ir,27234,235.742,217.957,17.784999999999997
OXALAD,Ir,27317,2448.356,-122.299,2570.655
OXOKIW,Ir,27342,291.098,-274.539,565.637
OYANIN,Ir,27356,3344.685,-34.714,3379.399
OYORAX,Ir,27384,2094.173,-155.809,2249.982
PACBOO,Ir,27481,2060.241,-166.183,2226.424
PAHQUO,Ir,27552,3495.921,-100.762,3596.683
PALGAK,Ir,27617,4380.551,-5.611,4386.162
PAPDUI,Ir,27676,2062.699,-167.38,2230.079
PAZXAQ,Ir,27855,1301.361,-213.193,1514.554
PAZXEU,Ir,27856,1441.971,-204.99,1646.961
PEKTOR,Ir,27997,171.83,166.87,4.960000000000008
PEQPUY,Ir,28064,3599.389,-93.115,3692.504
PESFOI,Ir,28099,3316.843,-42.478,3359.321
PESHAZ,Ir,28103,1646.259,-178.856,1825.115
PEYNOW,Ir,28193,6002.711,50.759,5951.952
PEZFUY,Ir,28205,2944.548,-131.01,3075.558
PIGKAT,Ir,28314,-19.866,-54.02,34.154
POQKOY,Ir,28761,4.408,-20.412,24.82
PUJMIS,Ir,29014,3790.256,-68.817,3859.073
PUJMOY,Ir,29015,100.276,89.694,10.581999999999994
PUJNOZ,Ir,29019,3772.657,-69.744,3842.4010000000003
PUMCEF,Ir,29055,4866.654,42.525,4824.129000000001
PUMMER,Ir,29077,2305.595,-84.506,2390.1009999999997
QAHVOM,Ir,29407,3530.04,-19.167,3549.207
QAPGAS,Ir,29547,1748.87,-172.877,1921.7469999999998
QEKSEH,Ir,29960,915.63,1010.585,-94.95500000000004
QEPXOZ,Ir,30045,-1255.388,-395.066,-860.3219999999999
QEWTAO,Ir,30142,2628.885,-142.328,2771.213
QIKSAH,Ir,30393,4339.802,-43.855,4383.656999999999
QIKSEL,Ir,30394,111.303,109.603,1.7000000000000028
QISROZ,Ir,30482,4048.473,-61.643,4110.116
QIWLUE,Ir,30517,3165.915,-45.304,3211.219
QIWMIT,Ir,30519,3650.179,-18.484,3668.663
QIWMOZ,Ir,30520,3666.12,-18.239,3684.359
QOJXIX,Ir,30721,3301.091,-100.722,3401.813
QOMLIN,Ir,30772,4390.706,-39.67,4430.376
QORCAD,Ir,30820,3445.233,-100.118,3545.351
QOXGOC,Ir,30900,3961.551,-65.907,4027.458
QUKCUV,Ir,31095,1197.751,-221.445,1419.196
QUQYAF,Ir,31174,1121.485,-220.847,1342.3319999999999
QUYDUL,Ir,31250,576.396,-271.449,847.845
RAFJIV,Ir,31369,3147.343,-81.425,3228.768
RAJNEY,Ir,31424,2907.116,-124.284,3031.4
RAWFOL,Ir,31724,-2426.427,-442.001,-1984.4260000000002
REWHIK,Ir,32192,3037.261,-54.192,3091.453
RIJMEE,Ir,32389,1482.64,-190.695,1673.335
ROJDAW,Ir,32851,3505.057,-100.373,3605.43
RONGEJ,Ir,32940,3520.25,-96.422,3616.672
ROWRAY,Ir,32995,44.35,34.255,10.094999999999999
RUDXOG,Ir,33046,1201.612,-216.106,1417.718
RUKMUH,Ir,33123,2576.999,-144.877,2721.8759999999997
RUWJEZ,Ir,33299,1814.896,-172.893,1987.789
SARFAV,Ir,33568,3788.174,-74.87,3863.044
SATVUG,Ir,33629,1379.703,-189.081,1568.7839999999999
SATXIW,Ir,33634,557.822,-251.83,809.652
SEBBAD,Ir,33729,986.354,-213.59,1199.944
SEGPOK,Ir,33781,-36.574,-58.169,21.595
SEKPIK,Ir,33833,-3345.305,-537.927,-2807.3779999999997
SEPKOP,Ir,33905,2251.359,-124.907,2376.266
SEPMOT,Ir,33910,1838.464,-173.226,2011.69
SEQNOS,Ir,33930,1925.809,-164.748,2090.557
SETVOC,Ir,34008,4998.741,49.658,4949.083
SIKFAW,Ir,34257,28.632,15.493,13.139000000000001
SIWQUL,Ir,34467,1756.441,-173.938,1930.379
SOJTUH,Ir,34653,25.983,7.325,18.658
SURLIB,Ir,35132,953.832,-252.184,1206.016
TICBUE,Ir,36013,-3205.0,-495.664,-2709.3360000000002
TIHYUI,Ir,36099,1408.579,-189.889,1598.4679999999998
TIVQIZ,Ir,36284,3991.005,20.889,3970.116
TOWHUK,Ir,36609,54.935,43.174,11.761000000000003
TULWON,Ir,36832,3176.715,-106.022,3282.737
UCAFUD,Ir,37117,3400.628,-109.098,3509.726
UCISEH,Ir,37162,3694.241,-80.742,3774.983
UCISIL,Ir,37163,3083.72,-107.658,3191.3779999999997
UCUHAB,Ir,37183,3476.943,-23.098,3500.041
UDEZIO,Ir,37225,1092.333,-224.277,1316.6100000000001
UFOYUK,Ir,37333,3366.48,-100.527,3467.007
UFOZAR,Ir,37335,3028.173,-109.374,3137.5469999999996
UFOZOF,Ir,37339,3860.682,-77.166,3937.848
UGAQEA,Ir,37357,4768.58,-25.369,4793.949
UGAYAF,Ir,37366,310.414,294.946,15.467999999999961
UGILEB,Ir,37389,1414.415,-213.938,1628.353
UHIREI,Ir,37484,2374.195,-140.815,2515.01
UKIHIF,Ir,37644,3349.712,-66.663,3416.375
UKIXOE,Ir,37649,3323.372,-106.833,3430.205
UQOSAX,Ir,37993,2922.321,-75.101,2997.422
UTOWAD,Ir,38174,2238.029,-109.46,2347.489
UVOKEY,Ir,38224,3317.146,-106.086,3423.232
UWALUA,Ir,38252,2916.227,-93.179,3009.406
UWEKUF,Ir,38268,3573.564,-64.368,3637.932
VAZWAY,Ir,38825,3457.163,-99.135,3556.2980000000002
VECMEY,Ir,38870,2742.2,-136.635,2878.835
VEKWAM,Ir,38993,5889.053,69.554,5819.499
VELCAU,Ir,39001,4056.679,28.357,4028.322
VELCEY,Ir,39002,4082.458,23.628,4058.83
VELHEZ,Ir,39010,401.309,-279.069,680.378
VEXTOL,Ir,39176,18.168,-7.995,26.163
VIQYAX,Ir,39508,4649.389,-18.849,4668.238
VIVCAI,Ir,39579,1953.127,-164.418,2117.545
VIVCIP,Ir,39580,3423.331,-45.869,3469.2000000000003
VOCDEY,Ir,39688,4246.539,-55.244,4301.782999999999
VOCVIV,Ir,39699,1620.019,-187.834,1807.853
VOHGUW,Ir,39756,3109.733,-99.42,3209.1530000000002
VOSBUC,Ir,39883,2995.325,-55.959,3051.2839999999997
VOXVIQ,Ir,39936,3295.7,-42.141,3337.841
VOZWOY,Ir,39967,45.034,28.287,16.747
VOZYEQ,Ir,39969,1417.081,-185.583,1602.664
VUDFUW,Ir,40007,3717.597,-14.33,3731.927
VUGXED,Ir,40079,2105.264,-103.441,2208.705
VUJCOT,Ir,40103,4645.848,51.177,4594.671
VUNLOF,Ir,40179,2409.367,-97.598,2506.965
WABMIW,Ir,40314,49.297,31.531,17.766
WACVEE,Ir,40341,2791.826,-65.143,2856.969
WAGLOF,Ir,40386,4152.124,-15.847,4167.971
WAGLUL,Ir,40387,3712.375,-44.805,3757.18
WAMZAO,Ir,40482,3095.863,-114.2,3210.0629999999996
WAQPOT,Ir,40547,4678.473,-24.248,4702.721
WEJNOS,Ir,40861,2721.76,-71.553,2793.313
WEKQOS,Ir,40877,3052.927,-119.479,3172.406
WEKROU,Ir,40880,2225.708,-163.125,2388.833
WELJON,Ir,40905,4053.24,-65.372,4118.612
WENBIB,Ir,40943,1378.336,-205.155,1583.491
WEPFEE,Ir,40970,3154.945,-46.271,3201.2160000000003
WEPFUU,Ir,40973,4234.766,-4.816,4239.581999999999
WIJKEH,Ir,41268,1584.656,-182.921,1767.577
WIKVIX,Ir,41301,3731.656,-12.322,3743.978
WIQSUO,Ir,41361,6.126,-30.275,36.400999999999996
WIRPAQ,Ir,41373,4380.275,-47.662,4427.937
WIYKAT,Ir,41494,3015.48,-72.766,3088.246
WOQKUK,Ir,41750,1349.745,-210.611,1560.3559999999998
WOZFAV,Ir,41847,1289.637,-210.933,1500.57
WUHPIZ,Ir,41951,3557.446,-11.736,3569.182
WUSTIN,Ir,42116,3775.684,-63.565,3839.2490000000003
XAVNOX,Ir,42578,3002.163,-79.753,3081.916
XAYQAS,Ir,42657,43.575,33.835,9.740000000000002
XEBKUO,Ir,42678,-1248.731,-317.874,-930.857
XEHLII,Ir,42778,3447.059,-7.328,3454.387
XETTOH,Ir,43001,43.204,25.458,17.746000000000002
XIDKIH,Ir,43126,4270.896,12.671,4258.224999999999
XIDQOU,Ir,43133,103.041,94.979,8.061999999999998
XIQSOH,Ir,43298,3166.827,-100.29,3267.117
XIWGIW,Ir,43408,3877.337,-72.844,3950.181
XIXFOC,Ir,43434,1825.066,-182.445,2007.511
XIXNID,Ir,43443,1531.044,-187.114,1718.1580000000001
XOCQEN,Ir,43558,3155.565,-46.024,3201.589
XOPWUU,Ir,43725,2959.8,-83.502,3043.302
XORSUU,Ir,43768,4626.738,-30.92,4657.658
XUCNIV,Ir,43940,3161.661,-44.274,3205.935
XUKREA,Ir,44054,3742.171,-57.018,3799.189
XUTXIW,Ir,44214,2535.182,-150.974,2686.156
XUVBUL,Ir,44215,1722.044,-184.406,1906.45
YABBIO,Ir,44328,1024.399,1101.55,-77.15100000000007
YACXAB,Ir,44358,4582.672,-49.847,4632.518999999999
YAPGOL,Ir,44526,-647.287,-348.529,-298.75800000000004
YAPQIR,Ir,44530,-1078.525,-461.849,-616.6760000000002
YAZTEZ,Ir,44717,902.589,-234.864,1137.453
YEPWUO,Ir,44993,63.521,42.222,21.299
YIDDUN,Ir,45178,3004.395,-120.9,3125.295
YILFOP,Ir,45294,2927.899,-112.198,3040.0969999999998
YOBFUU,Ir,45519,2302.427,-157.216,2459.643
YOQFOA,Ir,45711,2860.575,-103.767,2964.3419999999996
YUDXIF,Ir,45919,4333.998,-3.091,4337.089
YUGXIH,Ir,45951,3046.992,-67.743,3114.735
YUKJIY,Ir,45981,3151.011,-55.069,3206.08
YUVXIY,Ir,46105,3276.561,-99.634,3376.195
YUVXOE,Ir,46106,3037.944,-117.349,3155.293
ZANKAA,Ir,46286,2604.66,-116.197,2720.857
ZARQUG,Ir,46325,3696.593,-16.35,3712.9429999999998
ZEZMOI,Ir,46764,4844.748,38.442,4806.306
ZINTUP,Ir,46965,1809.024,-161.227,1970.251
ZUHBAH,Ir,47490,1846.447,-169.331,2015.7779999999998
ZUJWIM,Ir,47522,4115.752,-5.903,4121.655000000001
ZUJWUY,Ir,47524,4126.999,-6.064,4133.063
ZUJXAF,Ir,47526,3685.526,-10.126,3695.652
ZUNRUX,Ir,47554,1181.031,-214.441,1395.472
ZUXDII,Ir,47638,4075.931,-63.283,4139.214
ZUZLEO,Ir,47675,48.023,33.027,14.996000000000002
ZUZLOY,Ir,47677,2502.854,-113.026,2615.8799999999997
ABIKOM,Mo,69,-421.095,-358.36,-62.735000000000014
ABIKUS,Mo,70,-425.097,-358.288,-66.80899999999997
ACESEG,Mo,145,-1908.708,-487.889,-1420.819
ACUSOH,Mo,218,712.838,-215.243,928.0809999999999
ACUZUU,Mo,232,-287.512,-320.91,33.398000000000025
AHOCEH,Mo,616,1560.184,-61.051,1621.235
ALEKUA,Mo,857,-426.826,-352.777,-74.04900000000004
AMAXES,Mo,950,121.564,117.572,3.9919999999999902
AMAXOC,Mo,953,125.114,120.997,4.117000000000004
APRYMO,Mo,1129,-59.512,-92.772,33.260000000000005
APYBMO,Mo,1151,124.134,121.215,2.918999999999997
ATEDEJ,Mo,1399,950.839,-180.157,1130.996
AVOVUC,Mo,1514,-184.791,-305.27,120.47899999999998
AXAZII,Mo,1594,-248.884,-331.491,82.607
AXEGUF,Mo,1600,812.107,-203.796,1015.903
AYUSEU,Mo,1742,1380.203,-92.923,1473.126
AYUSIY,Mo,1743,1315.234,-99.788,1415.022
AYUTAR,Mo,1745,1322.298,-97.147,1419.445
BABQUR,Mo,1825,1057.684,-141.571,1199.2549999999999
BAFHIZ,Mo,1888,1425.099,-79.263,1504.3619999999999
BAGFOF,Mo,1915,1005.578,-145.456,1151.0339999999999
BAJNEJ,Mo,1967,-240.456,-330.512,90.05600000000001
BAPTUL,Mo,2047,4992.847,471.889,4520.958
BAQJOW,Mo,2062,5133.306,475.171,4658.134999999999
BASBUS,Mo,2089,1155.025,-165.308,1320.333
BAWZIK,Mo,2149,33.045,13.827,19.218000000000004
BAXBIN,Mo,2152,34.917,15.015,19.902
BAXBUZ,Mo,2154,33.542,13.544,19.998
BECNEC,Mo,2232,984.674,-144.649,1129.3229999999999
BENPAL,Mo,2397,747.51,-224.605,972.115
BESJEO,Mo,2490,-748.921,-386.016,-362.90500000000003
BESJUE,Mo,2492,-663.515,-374.297,-289.21799999999996
BIMDOQ,Mo,2763,-453.249,-362.968,-90.281
BIRBEJ,Mo,2838,1451.973,-76.617,1528.59
BIWRAD,Mo,2888,864.205,-193.952,1058.1570000000002
BIWXOY,Mo,2890,175.924,168.324,7.599999999999994
BIYLIF,Mo,2904,-127.382,-321.102,193.71999999999997
BIYLUR,Mo,2905,-120.979,-320.329,199.35000000000002
BIYMOM,Mo,2907,-114.909,-320.168,205.25900000000001
BOGHIO,Mo,3020,341.194,-278.169,619.363
BOGLUE,Mo,3022,1262.398,-98.845,1361.243
BOWRUA,Mo,3244,-245.901,-336.306,90.40499999999997
BOWWUH,Mo,3249,-297.51,-345.195,47.685
BUFJUJ,Mo,3343,100.598,94.845,5.753
BUJXAG,Mo,3399,-18.731,-43.01,24.278999999999996
BUKHOF,Mo,3408,901.969,-184.684,1086.653
BUKJAT,Mo,3410,969.219,-179.993,1149.212
BUKJIB,Mo,3411,1025.687,-166.869,1192.5559999999998
BULKAV,Mo,3432,-460.799,-361.154,-99.64499999999998
BULNED,Mo,3434,-387.867,-384.705,-3.1620000000000346
BUQZES,Mo,3495,-768.666,-417.459,-351.20700000000005
BUYMIS,Mo,3589,-306.625,-336.662,30.036999999999978
CACXEJ,Mo,3640,1625.721,-56.213,1681.934
CADFET,Mo,3643,-702.618,-374.511,-328.107
CALSIR,Mo,3769,-574.724,-366.566,-208.15800000000007
CAXHUE,Mo,3941,-1097.198,-459.742,-637.4560000000001
CBUMOB,Mo,4001,689.567,-200.624,890.191
CEBZIT,Mo,4024,133.409,-296.794,430.203
CEDMED,Mo,4050,1362.908,-152.599,1515.5069999999998
CEHHED,Mo,4119,177.191,164.904,12.287000000000006
CEKMOU,Mo,4161,1613.008,-120.66,1733.6680000000001
CEMRIW,Mo,4196,1420.547,-82.416,1502.963
CEPJOX,Mo,4230,1653.411,-58.255,1711.6660000000002
CETMOA,Mo,4351,1699.59,-109.705,1809.2949999999998
CETYEI,Mo,4360,-323.879,-338.436,14.55699999999996
CILYEE,Mo,4653,1255.211,-104.762,1359.973
CIQZIO,Mo,4704,230.729,218.067,12.662000000000006
CIRBEN,Mo,4706,234.996,230.761,4.235000000000014
CIVZOY,Mo,4785,-442.363,-351.238,-91.125
CIZJUR,Mo,4853,-426.919,-350.227,-76.69200000000001
COBNOW,Mo,4881,1375.506,-144.609,1520.115
COCJOT,Mo,4908,359.049,-248.749,607.798
COPTEH,Mo,5096,-412.516,-347.324,-65.19200000000001
COPTOR,Mo,5098,-408.769,-346.611,-62.158000000000015
CPMOTS,Mo,5272,85.388,71.166,14.222000000000008
CUCXED,Mo,5312,-145.014,-353.534,208.51999999999998
CUFRAY,Mo,5346,1702.109,-97.863,1799.972
CUFSAZ,Mo,5348,1533.642,-120.398,1654.04
CUKRIM,Mo,5435,35.809,20.479,15.329999999999998
CURROY,Mo,5500,-421.133,-362.046,-59.08699999999999
CUVDUV,Mo,5541,-1223.441,-530.486,-692.955
CUYXID,Mo,5588,1606.271,-57.346,1663.617
DAGROS,Mo,5701,1609.886,-92.006,1701.892
DAHLAA,Mo,5707,1660.558,-47.697,1708.255
DAJXOD,Mo,5750,-280.692,-330.762,50.06999999999999
DAJYEU,Mo,5753,-281.209,-333.11,51.90100000000001
DAMRIW,Mo,5834,-136.264,-296.227,159.96299999999997
DANWEU,Mo,5858,-404.018,-362.354,-41.66399999999999
DEDZAO,Mo,6088,1723.176,-90.827,1814.003
DEFXOE,Mo,6113,5125.98,477.097,4648.883
DEMFEJ,Mo,6203,-21.572,-46.6,25.028000000000002
DEMXEB,Mo,6210,-364.815,-343.519,-21.295999999999992
DEMXOL,Mo,6212,-335.73,-344.045,8.314999999999998
DEPJEN,Mo,6233,2160.548,-33.831,2194.379
